SampleId,RunId,Barcode,CreatedDate,OverallResult,Assay.Name,Assay.Version,Assay.Classification,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4_NTC,13,NBSC20070,12/8/2021 23:05,Invalid,,,Ruo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,LysisType,LysisReadings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4_NTC,13,Time,2400,4400,6401,8406,10399,12404,14399,16403,18400,20401,22402,24400,26399,28400,30399,32404,34404,36400,38403,40400,42402,44400,46403,48407,50402,52406,54402,56404,58400,60402,62399,64828,66400,68400,70400,72400,74399,76810,78811,80805,82809,84403,86813,89257,90879,92407,94807,96812,98403,100813,102809,104402,106813,108809,110408,112813,114813,116404,118813,120806,122812,124809,126810,128402,130811,132806,134403,136814,138806,140407,142809,144811,146806,148404,150809,152808,154403,156810,158806,160402,162812,164808,166405,168808,170809,172403,174810,176807,178403,180814,182806,184407,186399,188814,190810,192809,194403,196403,198403,200404,202406,204403,206406,208404,210812,212806,214810,216806,218820,220808,222808,224806,226807,228820,230806,232811,234805,236809,238817,240808,242806,244809,246806,248807,250812,252807,254811,256399,258816,260820,262830,264410,266810,268814,270401,272812,274809,276406,278403,280404,282412,284808,286816,288806,290402,292809,294805,296808,298811,300809,302810,304807,306808,308807,310808,312814,314399,316814,318808,320812,322808,324810,326808,328808,330806,332807,334814,336809,338813,340809,342811,344810,346810,348808,350808,352806,354807,356814,358404,360813,362809,364811,366809,368810,370807,372809,374806
N4_NTC,13,Temp,31.63,35.35,38.79,42.01,45.03,47.9,50.62,53.23,55.73,58.13,60.28,62.1,64.29,66.39,68.41,70.38,72.27,74.11,75.89,77.61,79.3,80.92,82.51,84.07,85.58,87.06,88.49,89.9,91.29,92.63,93.96,95.54,96.53,97.73,98.69,99.94,101.14,102.92,101.74,102.83,103.9,104.94,105.94,107.33,107.9,108.78,109.31,109.73,109.98,110.15,110.25,110.2,110.22,110.13,110.22,109.84,109.43,109.48,109.27,109.15,108.98,108.75,108.56,108.32,108.17,107.97,107.73,107.57,107.33,107.09,106.96,106.73,106.51,106.35,106.16,106,105.77,105.78,105.3,105.23,105.15,104.97,104.85,104.7,104.52,104.44,104.34,104.19,104.09,104,103.85,103.74,103.63,103.53,103.45,103.36,103.25,103.19,103.07,103.02,103.05,102.68,102.76,102.65,102.61,102.58,102.48,102.44,102.43,102.35,102.25,102.26,102.18,102.13,102.1,102.06,101.99,101.99,101.93,101.87,101.85,101.82,101.82,101.54,101.62,101.63,101.61,101.58,101.5,101.54,101.55,101.51,101.49,101.49,101.47,101.46,101.43,101.39,101.41,101.38,101.38,101.37,101.34,101.33,101.31,101.29,101.13,101.25,101.22,101.25,101.22,101.25,101.25,101.26,101.22,101.25,101.23,101.21,101.21,101.19,101.21,101.15,101.18,101.18,101.17,101.15,101.15,101.25,101.02,101.05,101.1,101.09,101.09,101.11,101.11,101.09,101.09,101.07,101.09,101.1,101.09,101.1,101.1,101.1,101.07,101.06,101.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4_NTC,13,0,Time,,,0,9998,20003,30000,40001,50002,60000,70001,79999,90000,99997,110003,120000,130000,140003,150000,160000,170006,180000,189997,199999,210000,220001,230015,240000,250000,260005,269998,280001,290003,300000,310000,319998,330000,340001,349997,359997,370001,379998,390001,399999,410008,420001,429997,440005,450001,460001,470002,480002,490003,500002,510004,519999,530002,540001,550002,560002,570000,580001,590004,600000,610003,620005,629999,640001,650001,660005,670000,679998,690001,699998,710002,720000,729997,740007,749997,760002,770000,780000,790002,800003,810000,820002,830003,839999,849999,860002,870003,880005,890003,899999,910003,920006,929999,940000,950002,960003,970000,980004,990000,1000001,1010001,1019997,1030002,1040002,1050001,1060000,1070009,1079999,1090002,1099999,1110002,1120002,1129999,1140000,1150003,1160001,1170001,1179998,1189997,1199997,1209997,1219998,1229998,1239997,1249997,1259997,1269999,1279998,1289998,1299998,1309997,1319997,1329997,1339998,1349997,1359997,1369998,1379997,1389997,1399997,1409997,1419998,1429997,1439998,1449998,1459998,1469997,1479997,1489997,1499997,1509997,1519997,1529998,1539997,1549997,1559998,1569998,1579998,1589998,1599997,1609997,1619997,1629998,1639997,1649998,1659998,1669997,1679998,1689998,1700003,1709998,1719999,1730001,1740001,1749999,1760000,1770000,1780001,1790001,1800000,,,
N4_NTC,13,0,CartTemp,,,0,80.43,84.98,88.56,91.81,94.09,95.61,95.56,95.13,94.68,94.03,93.59,93.1,92.58,91.83,91.48,91.01,90.49,90.07,89.44,89.03,88.62,88.18,87.52,87.27,86.89,86.49,86.12,85.69,85.35,85.03,84.69,84.23,84.02,83.72,83.42,83.14,82.77,82.58,82.32,82.06,81.67,81.56,81.35,81.12,80.92,80.68,80.51,80.33,80.13,79.79,79.75,79.6,79.46,79.3,79.1,78.99,78.86,78.72,78.49,78.46,78.33,78.24,78.15,77.93,77.89,77.82,77.71,77.47,77.52,77.43,77.36,77.28,77.15,77.11,77.05,76.98,76.82,76.83,76.78,76.73,76.68,76.54,76.54,76.5,76.45,76.29,76.32,76.31,76.26,76.22,76.15,76.14,76.09,76.06,75.88,75.98,75.95,75.93,75.89,75.81,75.84,75.81,75.79,75.65,75.73,75.71,75.69,75.66,75.62,75.63,75.61,75.58,75.43,75.53,75.53,75.51,75.5,75.42,75.47,75.46,75.45,75.36,75.39,75.41,75.39,75.39,75.31,75.36,75.36,75.34,75.21,75.3,75.31,75.3,75.3,75.24,75.28,75.26,75.26,75.17,75.24,75.25,75.24,75.26,75.18,75.21,75.23,75.21,75.11,75.19,75.2,75.19,75.19,75.15,75.17,75.17,75.17,75.09,75.16,75.16,75.15,75.17,75.1,75.14,75.15,75.14,75.03,75.12,75.14,75.13,75.13,75.08,75.12,75.12,75.13,75.04,75.11,75.11,75.12,75.15,,,
N4_NTC,13,0,AdcTemp,,,0,23.42142857,23.42142857,23.42142857,23.66632653,23.66632653,23.91122449,23.91122449,24.15612245,24.15612245,24.40102041,24.64591837,24.89081633,25.13571429,25.38061224,25.6255102,25.87040816,26.11530612,26.36020408,26.60510204,26.85,27.09489796,27.33979592,27.58469388,27.82959184,28.0744898,28.31938776,28.56428571,28.80918367,29.29897959,29.29897959,29.54387755,30.03367347,30.03367347,30.27857143,30.52346939,30.52346939,30.76836735,31.01326531,31.25816327,31.25816327,31.50306122,31.74795918,31.74795918,31.99285714,32.2377551,32.2377551,32.48265306,32.72755102,32.72755102,32.97244898,32.97244898,33.21734694,33.21734694,33.4622449,33.4622449,33.70714286,33.70714286,33.95204082,33.95204082,34.19693878,34.19693878,34.19693878,34.44183673,34.44183673,34.68673469,34.68673469,34.68673469,34.68673469,34.93163265,34.93163265,34.93163265,35.17653061,35.17653061,35.17653061,35.42142857,35.42142857,35.42142857,35.66632653,35.42142857,35.66632653,35.66632653,35.66632653,35.66632653,35.91122449,35.91122449,35.91122449,36.15612245,36.15612245,36.15612245,36.40102041,36.15612245,36.40102041,36.40102041,36.40102041,36.64591837,36.40102041,36.64591837,36.64591837,36.64591837,36.64591837,36.64591837,36.64591837,36.64591837,36.64591837,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,38.11530612,37.87040816,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.60510204,38.60510204,,,
N4_NTC,13,1,Target,Positive Control,NotAmplified,0,329.8187256,298.3016968,269.0505981,242.9122925,219.4747925,198.8067627,182.3043823,168.5028076,158.2717896,150.0091553,144.5159912,139.251709,134.262085,130.3024292,127.1438599,124.3057251,121.7193604,119.178772,116.7984009,114.2807007,111.4425659,109.085083,106.7733765,104.7363281,103.0654907,101.3031006,99.79248047,98.44207764,97.20611572,96.29058838,95.26062012,94.36798096,93.70422363,93.13201904,92.51403809,91.91894531,91.85028076,91.59851074,91.27807617,91.14074707,91.07208252,91.0949707,90.84320068,90.88897705,91.0949707,91.32385254,91.46118164,91.75872803,91.78161621,91.87316895,92.01049805,92.26226807,92.28515625,92.65136719,92.94891357,93.24645996,93.56689453,93.77288818,94.07043457,94.45953369,94.82574463,95.12329102,95.16906738,95.58105469,95.83282471,96.35925293,96.72546387,97.52655029,98.19030762,98.39630127,98.71673584,99.1973877,99.65515137,99.8840332,100.2731323,100.6164551,100.9368896,101.5319824,101.8295288,102.104187,102.5619507,103.225708,103.8665771,104.2785645,104.6676636,104.96521,105.4458618,106.3156128,106.7733765,107.3684692,108.1008911,108.833313,109.4970703,110.2752686,111.9003296,112.9302979,114.074707,115.2420044,116.3406372,117.9885864,119.4534302,121.1471558,123.1613159,124.8550415,126.9836426,129.1809082,131.5383911,134.0789795,136.5280151,139.1601563,141.9754028,144.7219849,147.4456787,150.2609253,153.0990601,155.7998657,158.2717896,162.0483398,165.5731201,168.6630249,171.3409424,173.9273071,176.4450073,178.8482666,181.2744141,183.8607788,185.9664917,188.8275146,190.8416748,192.7185059,194.2977905,196.105957,197.6623535,199.1958618,200.6149292,202.0568848,203.1555176,205.0323486,206.199646,207.1609497,208.3282471,209.4497681,210.1593018,211.0519409,212.1276855,212.7685547,213.5696411,214.2562866,214.9200439,215.8355713,216.3848877,216.7053223,217.7352905,218.4677124,219.0628052,219.4747925,219.9554443,220.4818726,220.9854126,221.3287354,221.5576172,222.1755981,222.4960327,222.3815918,221.8093872,222.15271,222.4273682,223.0453491,223.6175537,224.1439819,224.6017456,224.9908447,225.151062,225.4714966,226.1123657,226.0437012,226.5014648,226.7990112,227.0278931,227.7145386,,,
N4_NTC,13,2,Target,GeneN_1,NotAmplified,0,207.2753906,192.5811768,177.8869629,163.9251709,150.4898071,138.0157471,127.3727417,118.6752319,111.9232178,106.4987183,101.7379761,97.64099121,94.11621094,91.30096436,88.76037598,85.87646484,83.22143555,80.95550537,79.01000977,77.06451416,75.00457764,73.53973389,72.00622559,70.7244873,69.76318359,68.75610352,67.6574707,67.03948975,66.28417969,65.46020508,64.84222412,64.40734863,63.97247314,63.49182129,63.01116943,62.69073486,62.59918213,62.43896484,62.18719482,62.00408936,61.95831299,61.75231934,61.5234375,61.45477295,61.27166748,61.27166748,61.50054932,61.50054932,61.61499023,61.47766113,61.47766113,61.68365479,61.98120117,61.70654297,61.7980957,61.88964844,62.14141846,62.27874756,62.43896484,62.62207031,62.71362305,62.71362305,62.69073486,62.89672852,62.85095215,62.57629395,62.94250488,63.0569458,63.12561035,63.03405762,62.96539307,62.7822876,62.85095215,63.07983398,62.98828125,63.30871582,63.58337402,64.01824951,64.3157959,64.38446045,64.47601318,64.52178955,64.68200684,64.88800049,64.79644775,64.77355957,64.91088867,64.88800049,64.79644775,64.77355957,64.65911865,64.77355957,64.65911865,64.56756592,64.61334229,64.65911865,65.11688232,65.07110596,65.25421143,65.39154053,65.34576416,65.64331055,65.80352783,66.28417969,66.2612915,66.30706787,66.42150879,66.46728516,66.55883789,66.44439697,66.51306152,67.15393066,67.1081543,67.35992432,67.70324707,67.63458252,67.5201416,67.97790527,67.97790527,68.20678711,68.32122803,68.98498535,69.00787354,68.98498535,69.07653809,68.87054443,69.12231445,69.39697266,69.67163086,70.08361816,70.15228271,70.28961182,70.28961182,70.24383545,70.1751709,70.3125,70.95336914,72.28088379,72.21221924,72.16644287,72.34954834,72.55554199,72.60131836,72.50976563,72.62420654,72.62420654,73.19641113,73.19641113,73.15063477,73.3795166,73.40240479,73.31085205,73.28796387,73.40240479,73.3795166,73.72283936,73.6541748,73.58551025,73.72283936,73.74572754,73.88305664,74.04327393,74.18060303,74.22637939,74.34082031,74.34082031,74.34082031,74.38659668,74.43237305,74.47814941,74.59259033,74.70703125,74.82147217,74.9130249,75.00457764,75.07324219,75.21057129,75.32501221,75.30212402,75.80566406,,,
N4_NTC,13,3,Target,GeneN_2,NotAmplified,0,264.5187378,247.0550537,228.8131714,211.2350464,195.1217651,179.4433594,166.1682129,154.9758911,146.4385986,139.2288208,132.9116821,127.6931763,123.6419678,119.7052002,115.4937744,111.9003296,108.7646484,105.6289673,102.6763916,100.227356,97.89276123,95.71838379,93.58978271,91.73583984,90.22521973,88.89770508,87.86773682,86.95220947,86.01379395,85.12115479,84.34295654,83.58764648,83.06121826,82.21435547,81.66503906,81.20727539,80.909729,80.52062988,80.24597168,80.03997803,79.90264893,79.67376709,79.65087891,79.58221436,79.3762207,79.53643799,79.74243164,79.58221436,79.49066162,79.49066162,79.5135498,79.5135498,79.53643799,79.35333252,79.97131348,80.17730713,80.33752441,80.68084717,80.79528809,81.02416992,81.25305176,81.36749268,81.23016357,81.39038086,81.52770996,81.66503906,81.77947998,82.00836182,81.91680908,82.00836182,82.67211914,82.74078369,83.01544189,83.12988281,83.10699463,83.51898193,83.74786377,83.67919922,84.22851563,84.43450928,84.13696289,84.48028564,84.43450928,84.86938477,84.75494385,84.80072021,85.53314209,85.62469482,85.64758301,85.57891846,85.71624756,85.87646484,85.83068848,85.83068848,85.85357666,85.99090576,85.99090576,86.05957031,85.80780029,86.0824585,86.47155762,86.51733398,86.70043945,86.72332764,86.86065674,86.86065674,87.06665039,87.59307861,87.91351318,87.84484863,88.41705322,88.66882324,88.87481689,89.012146,89.1494751,89.19525146,88.87481689,89.44702148,89.74456787,89.99633789,89.97344971,89.92767334,90.01922607,89.99633789,89.99633789,89.99633789,90.08789063,90.06500244,90.6829834,90.49987793,90.59143066,90.72875977,90.6829834,90.59143066,90.70587158,91.07208252,91.04919434,91.11785889,91.16363525,91.14074707,91.30096436,91.36962891,91.25518799,91.2322998,91.32385254,91.2322998,91.46118164,91.41540527,91.46118164,91.52984619,91.62139893,91.57562256,91.59851074,91.71295166,91.96472168,91.91894531,91.89605713,92.05627441,92.10205078,92.10205078,92.14782715,92.12493896,92.26226807,92.19360352,92.23937988,92.3538208,92.44537354,92.39959717,92.46826172,92.55981445,92.33093262,92.55981445,92.58270264,92.69714355,92.88024902,92.90313721,93.06335449,93.29223633,93.22357178,93.45245361,,,
