SampleId,RunId,Barcode,CreatedDate,OverallResult,Assay.Name,Assay.Version,Assay.Classification,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOD_R3,21,INSC20182,12/11/2021 2:31,Positive,,,Ruo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,LysisType,LysisReadings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOD_R3,21,Time,2405,4402,6404,8410,10404,12408,14404,16408,18937,20407,22404,24407,26403,28404,30410,32403,34408,36404,38407,40404,42407,44404,46406,48403,50405,52410,54404,56401,58400,60405,62400,64402,66400,68401,70403,72403,74405,76403,78405,80404,82404,84404,86913,88538,90401,92401,94401,96401,98401,100400,102401,104403,106400,108402,110400,112402,114401,116401,119448,121074,122405,124402,126404,128402,130406,132400,134403,136400,138402,140403,142405,144406,146403,148406,150402,152404,154401,156403,158403,160402,162403,164404,166406,168401,170403,172403,174404,176401,178403,180401,182404,185001,186402,188402,190404,192401,194405,196407,198401,200405,202404,204404,206404,208402,210400,212406,214409,216401,218407,221038,222674,224404,226404,228402,230403,232401,234404,236402,238401,240406,242401,244403,246401,248403,250400,252401,255089,256718,258404,260400,262403,264400,266405,268401,270404,272401,274406,276401,278403,280401,282400,284407,286401,288406,290401,292404,294401,296403,298401,300402,302401,304403,306407,308402,310406,312401,314404,316401,318402,320401,322403,324402,326401,328408,330401,332401,334400,336401,338402,340400,342401,344401,346400,348401,350400,352400,354402,356400,358401,360400,362401,364401,366400,
LOD_R3,21,Temp,35.85,39.44,42.89,46.13,49.16,52.02,54.72,57.32,60.45,62.2,64.48,66.66,68.79,70.83,72.82,74.75,76.57,78.37,80.15,81.82,83.52,85.09,86.73,87.91,89.13,90.75,92.25,93.67,95.1,96.51,97.88,99.24,100.55,102.71,102,103.16,104.28,105.36,106.43,107.48,108.6,109.27,109.91,110.13,110.36,110.44,110.36,110.44,110.31,110.29,110.16,110,109.84,109.66,109.48,109.29,109.08,108.85,108.54,108.41,108.22,108,107.78,107.53,107.35,107.15,106.91,106.73,106.43,106.3,106.13,105.92,105.78,105.61,105.44,105.29,105.12,104.98,104.83,104.68,104.53,104.43,104.26,104.14,104.04,103.91,103.79,103.69,103.59,103.53,103.35,103.22,103.19,103.1,103,102.95,102.86,102.79,102.74,102.64,102.6,102.53,102.46,102.43,102.35,102.28,102.26,102.21,102.14,102.08,102.07,102.02,101.96,101.88,101.84,101.85,101.81,101.74,101.74,101.72,101.69,101.66,101.65,101.61,101.61,101.57,101.55,101.55,101.51,101.5,101.45,101.45,101.43,101.43,101.39,101.35,101.3,101.33,101.3,101.3,101.31,101.29,101.26,101.26,101.27,101.22,101.25,101.23,101.21,101.22,101.21,101.21,101.19,101.17,101.18,101.18,101.18,101.19,101.09,101.13,101.14,101.11,101.13,101.13,101.11,101.11,101.13,101.13,101.07,101.11,101.13,101.1,101.11,101.09,101.1,101.1,101.1,101.1,101.1,101.1,101.03,101.05,101.05,
"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOD_R3,21,0,Time,,,0,10000,20002,29998,40003,50003,59998,70001,80000,90014,100005,110002,119997,130013,140005,150006,160011,170000,180002,190003,200011,210002,220007,230011,240013,250002,260007,270004,280008,290001,300006,310006,320003,330007,340009,350001,360005,369998,380004,390007,400003,410006,420004,430006,440006,450018,460000,470002,480009,490003,499998,510003,520000,530000,540002,550001,560000,570000,579999,589998,600002,609998,620004,630003,640001,650000,660006,670002,680001,690004,699997,710001,720001,730004,739998,750003,760002,770001,779997,790002,799998,810002,820001,830001,840002,850003,860002,870003,879999,890001,900003,910004,919999,930002,939999,950004,959999,970002,979998,990002,1000001,1010000,1020006,1030000,1039997,1050003,1060000,1070001,1079998,1089998,1100004,1110000,1120001,1129998,1140009,1149997,1160000,1170012,1180000,1190000,1200002,1210002,1220002,1230002,1240004,1249998,1260878,1269999,1280006,1290006,1300003,1310005,1319999,1329998,1339998,1349999,1359997,1369999,1379998,1390001,1400001,1410001,1419998,1429997,1440006,1449999,1459998,1469998,1480000,1490000,1500000,1510001,1520007,1529998,1539997,1549998,1559997,1569997,1579999,1589998,1599999,1609998,1619997,1629998,1639997,1649997,1659998,1669998,1679998,1689998,1699997,1709997,1719998,1729998,1739998,1749998,1759998,1769997,1779998,1789997,1799998
LOD_R3,21,0,CartTemp,,,0,82.66,87.96,91.96,95.83,96.69,96.49,95.84,95.42,94.93,94.38,93.86,93.25,92.71,92.19,91.63,91.06,90.59,90.1,89.59,89.08,88.59,88.18,87.71,87.31,86.82,86.46,86.07,85.68,85.33,84.93,84.6,84.28,83.96,83.61,83.33,83.03,82.76,82.49,82.19,81.97,81.71,81.48,81.19,81.01,80.8,80.6,80.4,80.19,80.01,79.84,79.68,79.49,79.33,79.18,79.03,78.89,78.73,78.6,78.49,78.35,78.2,78.09,78,77.89,77.79,77.67,77.58,77.51,77.4,77.31,77.22,77.16,77.07,77,76.9,76.86,76.78,76.72,76.63,76.59,76.55,76.49,76.44,76.36,76.33,76.29,76.25,76.17,76.14,76.11,76.08,76.03,75.98,75.96,75.93,75.89,75.82,75.82,75.8,75.77,75.75,75.69,75.68,75.67,75.64,75.6,75.59,75.58,75.55,75.53,75.51,75.49,75.48,75.47,75.42,75.42,75.42,75.41,75.4,75.35,75.36,75.35,75.34,75.31,75.31,75.31,75.3,75.29,75.25,75.26,75.25,75.25,75.25,75.23,75.22,75.22,75.21,75.19,75.2,75.2,75.19,75.16,75.16,75.18,75.17,75.16,75.14,75.15,75.15,75.15,75.1,75.12,75.13,75.13,75.12,75.09,75.11,75.11,75.11,75.09,75.09,75.1,75.1,75.1,75.07,75.09,75.09,75.09,75.05,75.07,75.08,75.07,75.07,75.05,75.06,75.07,75.06,75.05,75.05,75.06
LOD_R3,21,0,AdcTemp,,,0,32.97244898,32.97244898,32.97244898,32.97244898,32.97244898,32.97244898,32.97244898,32.97244898,33.21734694,33.21734694,33.21734694,33.4622449,33.4622449,33.70714286,33.95204082,33.95204082,34.19693878,34.19693878,34.44183673,34.68673469,34.68673469,34.93163265,35.17653061,35.17653061,35.42142857,35.66632653,35.66632653,35.91122449,35.91122449,36.15612245,36.40102041,36.40102041,36.64591837,36.64591837,36.89081633,36.89081633,37.13571429,37.13571429,37.38061224,37.38061224,37.38061224,37.6255102,37.6255102,37.6255102,37.87040816,37.87040816,38.11530612,38.11530612,38.11530612,38.36020408,38.36020408,38.36020408,38.36020408,38.60510204,38.60510204,38.60510204,38.60510204,38.85,38.85,38.85,38.85,38.85,38.85,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796,39.33979592,39.33979592,39.33979592,39.33979592,39.33979592,39.33979592,39.33979592,39.33979592,39.58469388,39.58469388,39.58469388,39.58469388,39.58469388,39.58469388,39.58469388,39.58469388,39.58469388,39.58469388,39.58469388,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,40.0744898,40.0744898,40.0744898,39.82959184,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.31938776,40.0744898,40.0744898,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.56428571,40.31938776,40.31938776,40.31938776,40.31938776,40.56428571,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.56428571,40.56428571,40.56428571,40.56428571,40.56428571,40.56428571,40.31938776,40.56428571,40.56428571,40.56428571,40.31938776,40.56428571
LOD_R3,21,1,Target,Positive Control,Amplified,82.4,279.9224854,250.7858276,223.526001,199.4476318,177.3834229,159.3704224,146.2554932,136.2533569,128.0136108,121.673584,117.5308228,113.4796143,110.0234985,107.0480347,104.5532227,102.4475098,100.9597778,99.08294678,96.72546387,93.56689453,91.30096436,89.2868042,87.59307861,86.3571167,85.02960205,83.90808105,83.10699463,82.71789551,82.05413818,81.82525635,81.48193359,80.88684082,80.4977417,80.26885986,80.01708984,79.76531982,79.55932617,79.46777344,79.49066162,79.5135498,79.71954346,79.85687256,79.94842529,80.06286621,79.92553711,80.2230835,80.61218262,80.65795898,80.79528809,80.97839355,81.13861084,81.32171631,81.7565918,82.03125,82.12280273,82.39746094,82.46612549,83.88519287,84.06829834,84.34295654,84.64050293,85.28137207,85.39581299,85.85357666,86.19689941,86.58599854,87.20397949,87.27264404,87.84484863,88.07373047,89.03503418,89.35546875,90.08789063,90.47698975,91.02630615,92.0791626,92.65136719,93.13201904,94.43664551,95.39794922,96.47369385,97.66387939,98.73962402,99.86114502,101.2573242,102.6306152,104.1641235,105.8120728,107.7346802,109.9777222,112.197876,114.5782471,116.7984009,118.7896729,120.552063,123.9395142,125.8163452,128.2424927,130.8059692,132.6370239,134.8342896,136.7340088,138.7710571,140.7165527,142.4560547,144.1268921,145.5230713,146.9650269,149.0020752,150.0320435,151.4511108,152.5268555,153.5568237,154.6096802,155.5480957,156.6696167,157.3562622,158.1573486,158.6151123,159.4848633,160.1486206,160.6750488,161.2243652,161.7507935,162.9180908,163.4902954,164.1769409,164.6118164,165.0924683,165.687561,166.7633057,167.5186157,167.7474976,168.1365967,168.6630249,169.0063477,169.418335,169.7616577,170.0134277,170.4483032,170.8831787,171.3867188,171.7758179,171.3638306,171.546936,171.7529297,171.7987061,172.2106934,172.3480225,172.6226807,172.7600098,173.2406616,173.5153198,173.9273071,174.5223999,174.8428345,174.7512817,175.0717163,175.1403809,175.1403809,175.4608154,175.8270264,175.8499146,176.1932373,176.4907837,176.5365601,176.651001,179.3060303,178.6880493,180.7250977,180.770874,180.5419922,180.519104,181.022644,181.2057495,181.5032959,181.8008423,181.9381714,183.3343506,183.3343506
